Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
133,"WHO Weekly Epidemiological Record 1976;51(15) - cholera notifications, Benin national, 1976-02-08 .. 1976-02-14",https://iris.who.int/handle/10665/220798,,1976-02-08 to 1976-02-14,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
134,"WHO Weekly Epidemiological Record 1976;51(26) - cholera notifications, Benin national, 1976-04-11 .. 1976-04-17",https://iris.who.int/handle/10665/220909,,1976-04-11 to 1976-04-17,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
135,"WHO Weekly Epidemiological Record 1976;51(38) - cholera notifications, Benin national, 1976-06-27 .. 1976-07-17",https://iris.who.int/handle/10665/221037,,1976-06-27 to 1976-07-17,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
136,"WHO Weekly Epidemiological Record 1976;51(41) - cholera notifications, Benin national, 1976-07-25 .. 1976-07-31",https://iris.who.int/handle/10665/221063,,1976-07-25 to 1976-07-31,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vols 50-51 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -bbox word-coordinate targeted page crop + image read,AI
137,"WHO Weekly Epidemiological Record 1991;66(12):88 - cholera notifications, Benin national, 26 January - 22 February 1991",https://iris.who.int/handle/10665/227962,,1991-01-26 to 1991-02-22,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.66 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout; confirmed by targeted page-image crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.66 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout; confirmed by targeted page-image crop,AI
138,"WHO Weekly Epidemiological Record 1991;66(40):296 - cholera notifications, Benin national, 28 May - 18 August 1991",https://iris.who.int/handle/10665/228160,,1991-05-28 to 1991-08-18,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.66 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout; confirmed by targeted page-image crop,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.66 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout; confirmed by targeted page-image crop,AI
139,"WHO Weekly Epidemiological Record 1992;67(21):160 - cholera notifications, Benin national, 1 January - 23 April 1992",https://iris.who.int/handle/10665/228368,,1992-01-01 to 1992-04-23,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.67 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.67 [full issue]; [IRIS] ORIGINAL PDF; pdftotext -layout,AI
140,"WHO Weekly Epidemiological Record 1992;67(26):200 - cholera notifications, Benin national, 24-30 April 1992",https://iris.who.int/handle/10665/228403,,1992-04-24 to 1992-04-30,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISO] IRIS OAI-PMH sweep vol.67; annual CHOLERA index of WER 1992 (p.4 of issue 26) names Benin at pages 48, 160 and 200, which located this entry",en/fr,2,,"[IRISO] IRIS OAI-PMH sweep vol.67; annual CHOLERA index of WER 1992 (p.4 of issue 26) names Benin at pages 48, 160 and 200, which located this entry",AI
141,"WHO Weekly Epidemiological Record 1986;61(20,24,41) - monthly List of Infected Areas, cholera: Benin, Atlantique Province",https://iris.who.int/handle/10665/225854,,1986-05-16 to 1986-10-10,"IHR infected-area list (geographic presence, no counts)",Active,Level 1,Pending,[IRISO] IRIS OAI-PMH sweep vol.61 [full issue]; [IRIS] ORIGINAL PDF; page-level scan for BENIN inside the CHOLERA - Africa block of the monthly infected-area list,en/fr,1,,[IRISO] IRIS OAI-PMH sweep vol.61 [full issue]; [IRIS] ORIGINAL PDF; page-level scan for BENIN inside the CHOLERA - Africa block of the monthly infected-area list,AI
142,"WHO Weekly Epidemiological Record 1994;69(29) - cholera notifications, Benin national, 1 January - 30 March 1994",https://iris.who.int/handle/10665/229118,,1994-01-01 to 1994-03-30,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1994' -> 51 full-issue handles; [IRIS] ORIGINAL PDF; pdftotext -layout",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1994' -> 51 full-issue handles; [IRIS] ORIGINAL PDF; pdftotext -layout",AI
143,"WHO Weekly Epidemiological Record 1994;69(34) - cholera notifications, Benin national, 12-19 August 1994",https://iris.who.int/handle/10665/229155,,1994-08-12 to 1994-08-19,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1994'; [IRIS] ORIGINAL PDF; pdftotext -layout",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1994'; [IRIS] ORIGINAL PDF; pdftotext -layout",AI
144,"WHO Weekly Epidemiological Record 1993;68(35):258 - Infected areas as at 26 August 1993, cholera: Benin, Departement de l'Atlantique (Allada, Cotonou)",https://iris.who.int/handle/10665/228810,,1993-08-26 to 1993-08-26,"IHR infected-area list (geographic presence, no counts)",Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1993'; [IRIS] ORIGINAL PDF; page-level scan of the CHOLERA-Africa infected-area block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1993'; [IRIS] ORIGINAL PDF; page-level scan of the CHOLERA-Africa infected-area block",AI
145,"WHO Weekly Epidemiological Record 1995;70(15):110 - Infected areas as at 13 April 1995, cholera: Benin, five of six departments",https://iris.who.int/handle/10665/229373,,1995-04-13 to 1995-04-13,"IHR infected-area list (geographic presence, no counts)",Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1995'; [IRIS] ORIGINAL PDF; page-level scan of the CHOLERA-Africa infected-area block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1995'; [IRIS] ORIGINAL PDF; page-level scan of the CHOLERA-Africa infected-area block",AI
146,"WHO Weekly Epidemiological Record 2000;75(3) - cholera notifications, Benin national, 1999-08-22 to 1999-11-07",https://iris.who.int/handle/10665/231043,,1999-08-22 to 1999-11-07,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
147,"WHO Weekly Epidemiological Record 2000;75(25) - cholera notifications, Benin national, 2000-01-01 to 2000-05-08",https://iris.who.int/handle/10665/231196,,2000-01-01 to 2000-05-08,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
148,"WHO Weekly Epidemiological Record 2000;75(43) - cholera notifications, Benin national, 2000-08-21 to 2000-10-01",https://iris.who.int/handle/10665/231320,,2000-08-21 to 2000-10-01,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
149,"WHO Weekly Epidemiological Record 2001;76(3) - cholera notifications, Benin national, 2000-11-02 to 2000-12-15",https://iris.who.int/handle/10665/231402,,2000-11-02 to 2000-12-15,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
150,"WHO Weekly Epidemiological Record 2001;76(30) - cholera notifications, Benin national, 2001-01-01 to 2001-06-24",https://iris.who.int/handle/10665/231587,,2001-01-01 to 2001-06-24,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
151,"WHO Weekly Epidemiological Record 2001;76(32) - cholera notifications, Benin national, 2001-07-21 to 2001-08-02",https://iris.who.int/handle/10665/231596,,2001-07-21 to 2001-08-02,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
152,"WHO Weekly Epidemiological Record 2001;76(34) - cholera notifications, Benin national, 2001-08-02 to 2001-08-13",https://iris.who.int/handle/10665/231611,,2001-08-02 to 2001-08-13,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
153,"WHO Weekly Epidemiological Record 2002;77(22) - cholera notifications, Benin national, 2002-01-01 to 2002-04-14",https://iris.who.int/handle/10665/231874,,2002-01-01 to 2002-04-14,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, {year}' -> full-issue handles; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block",AI
154,"WHO Weekly Epidemiological Record 2003;78(1-2) - cholera notifications, Benin national, 2002-08-05 to 2002-09-29",https://iris.who.int/handle/10665/232066,,2002-08-05 to 2002-09-29,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
155,"WHO Weekly Epidemiological Record 2003;78(25) - cholera notifications, Benin national, 2003-01-01 to 2003-05-11",https://iris.who.int/handle/10665/232193,,2003-01-01 to 2003-05-11,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
156,"WHO Weekly Epidemiological Record 2003;78(48) - cholera notifications, Benin national, 2003-05-12 to 2003-11-16",https://iris.who.int/handle/10665/232337,,2003-05-12 to 2003-11-16,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
157,"WHO Weekly Epidemiological Record 2004;79(1-2) - cholera notifications, Benin national, 2003-12-08 to 2003-12-21",https://iris.who.int/handle/10665/232364,,2003-12-08 to 2003-12-21,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
158,"WHO Weekly Epidemiological Record 2004;79(7) - cholera notifications, Benin national, 2003-12-22 to 2003-12-28",https://iris.who.int/handle/10665/232404,,2003-12-22 to 2003-12-28,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
159,"WHO Weekly Epidemiological Record 2004;79(10) - cholera notifications, Benin national, 2004-01-01 to 2004-02-14",https://iris.who.int/handle/10665/232421,,2004-01-01 to 2004-02-14,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
160,"WHO Weekly Epidemiological Record 2004;79(13) - cholera notifications, Benin national, 2004-02-15 to 2004-03-07",https://iris.who.int/handle/10665/232441,,2004-02-15 to 2004-03-07,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
161,"WHO Weekly Epidemiological Record 2004;79(17) - cholera notifications, Benin national, 2004-03-15 to 2004-04-04",https://iris.who.int/handle/10665/232466,,2004-03-15 to 2004-04-04,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
162,"WHO Weekly Epidemiological Record 2004;79(27) - cholera notifications, Benin national, 2004-04-19 to 2004-06-13",https://iris.who.int/handle/10665/232526,,2004-04-19 to 2004-06-13,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
163,"WHO Weekly Epidemiological Record 2004;79(28) - cholera notifications, Benin national, 2004-06-07 to 2004-06-28",https://iris.who.int/handle/10665/232532,,2004-06-07 to 2004-06-28,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
164,"WHO Weekly Epidemiological Record 2004;79(34) - cholera notifications, Benin national, 2004-06-29 to 2004-08-01",https://iris.who.int/handle/10665/232565,,2004-06-29 to 2004-08-01,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
165,"WHO Weekly Epidemiological Record 2004;79(35) - cholera notifications, Benin national, 2004-08-01 to 2004-08-08",https://iris.who.int/handle/10665/232571,,2004-08-01 to 2004-08-08,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
166,"WHO Weekly Epidemiological Record 2004;79(40) - cholera notifications, Benin national, 2004-08-09 to 2004-09-12",https://iris.who.int/handle/10665/232604,,2004-08-09 to 2004-09-12,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
167,"WHO Weekly Epidemiological Record 2004;79(43) - cholera notifications, Benin national, 2004-09-13 to 2004-09-26",https://iris.who.int/handle/10665/232622,,2004-09-13 to 2004-09-26,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
168,"WHO Weekly Epidemiological Record 2004;79(44) - cholera notifications, Benin national, 2004-09-27 to 2004-10-10",https://iris.who.int/handle/10665/232630,,2004-09-27 to 2004-10-10,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
169,"WHO Weekly Epidemiological Record 2004;79(48) - cholera notifications, Benin national, 2004-10-11 to 2004-10-31",https://iris.who.int/handle/10665/232649,,2004-10-11 to 2004-10-31,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
170,"WHO Weekly Epidemiological Record 2005;80(41) - cholera notifications, Benin national, 2005-09-05 to 2005-09-25",https://iris.who.int/handle/10665/232918,,2005-09-05 to 2005-09-25,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,en/fr,1,,[IRISQ] IRIS discovery search for WER full-issue handles by year; [IRIS] ORIGINAL PDF bitstream; pdftotext -layout of the Cholera/Africa notification block,AI
171,"WHO Weekly Epidemiological Record 1998;73(45) - cholera notifications, Benin national, 8 July - 21 September 1998",https://iris.who.int/handle/10665/230622,,1998-07-08 to 1998-09-21,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1998'; [IRIS] ORIGINAL PDF; pdftotext -layout Cholera/Africa block",en/fr,1,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 1998'; [IRIS] ORIGINAL PDF; pdftotext -layout Cholera/Africa block",AI
172,"WHO Weekly Epidemiological Record 2006;81(2):20 - cholera notifications, Benin national, 14 November - 31 December 2005",https://iris.who.int/handle/10665/232989,,2005-11-14 to 2005-12-31,Weekly cholera notification table (national),Active,Level 1,Pending,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 2006'; located via the WER 2006 annual CHOLERA index, which names Benin at page 20 only",en/fr,2,,"[IRISQ] IRIS discovery search 'Weekly Epidemiological Record, 2006'; located via the WER 2006 annual CHOLERA index, which names Benin at page 20 only",AI
173,"WHO Weekly Epidemiological Record 1985;60(2,6,10,14,18,22,27,31,39,44,49) and 1987;62(11,19,23,32,36) and 1989;64(8) - monthly List of Infected Areas, cholera: Benin, Atlantique Province (listed 11 Jan 1985, removed 17-23 Feb 1989)",https://iris.who.int/handle/10665/227047,,1985-01-11 to 1989-02-23,"IHR infected-area list (classification status, no counts)",Active,Level 1,Pending,"[IRISQ] IRIS discovery search for WER 1985, 1987, 1988, 1989, 1990 full issues; [IRIS] ORIGINAL PDFs; page-level scan for BENIN inside a CHOLERA context across all 254 issues",en/fr,1,,"[IRISQ] IRIS discovery search for WER 1985, 1987, 1988, 1989, 1990 full issues; [IRIS] ORIGINAL PDFs; page-level scan for BENIN inside a CHOLERA context across all 254 issues",AI
174,"WHO Weekly Epidemiological Record 1977;52(2) - cholera notifications, Benin national, 1976-09-26 .. 1976-11-06",https://iris.who.int/handle/10665/221189,,1976-09-26 to 1976-11-06,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
175,"WHO Weekly Epidemiological Record 1977;52(9) - cholera notifications, Benin national, 1976-11-07 .. 1976-12-18",https://iris.who.int/handle/10665/221260,,1976-11-07 to 1976-12-18,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
176,"WHO Weekly Epidemiological Record 1977;52(10) - cholera notifications, Benin national, 1976-12-19 .. 1977-01-15",https://iris.who.int/handle/10665/221272,,1976-12-19 to 1977-01-15,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
177,"WHO Weekly Epidemiological Record 1977;52(17) - cholera notifications, Benin national, 1977-03-20 .. 1977-03-26",https://iris.who.int/handle/10665/221338,,1977-03-20 to 1977-03-26,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
178,"WHO Weekly Epidemiological Record 1978;53(46) - cholera notifications, Benin national, 1978-08-13 .. 1978-09-16",https://iris.who.int/handle/10665/222201,,1978-08-13 to 1978-09-16,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
179,"WHO Weekly Epidemiological Record 1979;54(6) - cholera notifications, Benin national, 1978-10-15 .. 1978-11-04",https://iris.who.int/handle/10665/222340,,1978-10-15 to 1978-11-04,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
180,"WHO Weekly Epidemiological Record 1982;57(43) - cholera notifications, Benin national, 1982-07-11 .. 1982-07-24",https://iris.who.int/handle/10665/224202,,1982-07-11 to 1982-07-24,Weekly cholera notification table (national),Active,Level 1,Pending,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,en/fr,1,,[IRISQ] IRIS discovery search for WER 1977-1984 full issues (408 handles); [IRIS] ORIGINAL PDF; page-level scan for BENIN inside a CHOLERA context; pdftotext -bbox targeted page crop + image read,AI
181,Sante Publique 2011;23(5):345-358 - Les determinants de la faible letalite de l'epidemie de cholera dans le Littoral au Benin en 2008,https://pubmed.ncbi.nlm.nih.gov/22177702,,2008-07-01 to 2008-12-31,Peer-reviewed epidemiological study (French),Active,Level 1,Pending,[EPMC]/[OA] francophone literature sweep; [PM] PubMed E-utilities efetch of the abstract,fr,1,,[EPMC]/[OA] francophone literature sweep; [PM] PubMed E-utilities efetch of the abstract,AI
