Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
126,"Kiflu Itefa, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, June 2017 - Goro district AWD outbreak investigation, Bale zone, Oromia, with regional background figures",https://etd.aau.edu.et/items/9e1dee8c-716e-4468-85f1-45bd93fba9b2,,2015-10-01 to 2017-04-30,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
127,"Getenesh Taye, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, August 2017 - Burayu town AWD outbreak investigation, Oromia region, June-July 2016",https://etd.aau.edu.et/items/ffa4bd27-027e-44a4-aad5-134816201ced,,2016-06-14 to 2016-07-20,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
128,"Daniel Bekele, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, January 2021 - Descriptive epidemiology of the 2019 cholera outbreak in West Arsi zone, Oromia, with national background figures",https://etd.aau.edu.et/items/7b1867ab-6fd4-43c4-b9d4-b7656b07e3d1,,2017-01-01 to 2019-12-31,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
129,"Abraham Lere, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, June 2017 - Dilla town and Dilla Zuria district AWD outbreak investigation, Gedeo zone, July-August 2016",https://etd.aau.edu.et/items/04d62971-0e1c-481c-8f81-3525f95def0f,,2016-07-04 to 2016-08-19,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
130,"Alemayehu Abebe, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP/EFETP, Addis Ababa University, June 2023 - Moyale woreda cholera outbreak investigation, Oromia region, February-May 2023",https://etd.aau.edu.et/items/3e8b7c99-64b0-4354-b0f5-ed6e5773391e,,2023-02-03 to 2023-05-25,Surveillance,Active,Level 2,Pending,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",en,0,,"Agent 5 re-mine of Agent 4's AAU ETD crawl cache (/tmp/a4/aau) with a purpose-built regex miner, then an AAU DSpace7 discover query to recover the full item uuid and issue date (WebSearch unavailable)",AI
131,"Gebremedhin Gebreslassie, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP, Addis Ababa University, June 2019 - Kafta Humera district cholera outbreak investigation, Western Tigray, August-September 2018, with Tigray regional background figures",https://etd.aau.edu.et/items/305d1b16-fa8c-45dd-ada4-b5456dfe5503,,2016-01-01 to 2018-09-16,Surveillance,Active,Level 2,Pending,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache, then AAU DSpace7 author query for the item uuid",en,0,,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache, then AAU DSpace7 author query for the item uuid",AI
132,"Mideksa Kebede, Compiled Body of Works in Field Epidemiology, Ethiopian FELTP, Addis Ababa University, June 2018 - Kolfe Keranyo sub-city cholera outbreak investigation, Addis Ababa, with national background figures for week 20 of 2016",https://etd.aau.edu.et/items/fc193c22-8c9f-4eb2-b6ef-3955a86a65d3,,2015-11-02 to 2016-05-22,Surveillance,Active,Level 2,Pending,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache, then AAU DSpace7 author query for the item uuid",en,0,,"Agent 5 regex re-mine of Agent 4's AAU ETD crawl cache, then AAU DSpace7 author query for the item uuid",AI
133,"WHO global cholera dataset (adm0 first/last epi-week, case and death totals), HDX snapshot 3 September 2026",https://data.humdata.org/dataset/world-health-organization-who-cholera-data,"WHO's own global cholera surveillance extract as republished on HDX, resource last modified 2026-09-03. Carries, per country, the FIRST and LAST epidemiological week for which that country submitted data in the current season. This is the field that distinguishes a nil return from a non-return and is not visible in WER Table 1.",2025-12-29 to 2026-08-17,Surveillance dataset (country x reporting-period),Active,Level 1,Pending,HDX CKAN package_search 'ethiopia cholera' -> package_show world-health-organization-who-cholera-data -> ArcGIS resource download; channel found after WebSearch exhaustion,en,0,,HDX CKAN package_search 'ethiopia cholera' -> package_show world-health-organization-who-cholera-data -> ArcGIS resource download; channel found after WebSearch exhaustion,AI
134,"Nigatu Tarekegn, Compiled Body of Works in Field Epidemiology, Ethiopian FETP, Addis Ababa University School of Public Health, May 2014 (AAU ETD) - SNNPR Belg multi-agency PHEM assessment, South Omo and Segen zones, June 2013",https://etd.aau.edu.et/items/9ed0d822-f5a6-46b2-a904-cc7a034052fb,,2013-01-01 to 2013-06-30,Structured woreda-level PHEM emergency-preparedness assessment (FMOH/EPHI questionnaire),Active,Level 2,Pending,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014; UUID resolved via etd.aau.edu.et DSpace 7 discover API,English,0,,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014; UUID resolved via etd.aau.edu.et DSpace 7 discover API,AI
135,"Dereje Mamo, Compiled Body of Works in Field Epidemiology, Ethiopian FETP, Addis Ababa University School of Public Health, May 2015 (AAU ETD) - Gedeo and Sidama zone PHEM assessment, Jan-May 2014",https://etd.aau.edu.et/items/d77df3de-572c-4d97-afc9-f5caaddbaf84,,2014-01-01 to 2014-05-31,Structured woreda-level PHEM emergency-preparedness assessment (FMOH/EPHI/PHEM questionnaire),Active,Level 2,Pending,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014,English,0,,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014,AI
136,"Engdayehu Hailu, Compiled Body of Works in Field Epidemiology, Ethiopian FETP, Addis Ababa University School of Public Health, May 2015 (AAU ETD) - South Omo and Segen Area Populations zone PHEM assessment, 23 June-5 July 2014",https://etd.aau.edu.et/items/95cbda54-6beb-4e87-aa99-ffd2bfffd3a5,,2014-01-01 to 2014-05-31,Structured woreda-level PHEM emergency-preparedness assessment (FMOH/EHNRI/PHEM questionnaire),Active,Level 2,Pending,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014,English,0,,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD/cholera absence statements bound to 2012-2014,AI
137,"WHO Global Health Observatory notifiable-disease cross-section for Ethiopia (cholera WHS3_40/CHOLERA_0000000001, measles WHS3_62, poliomyelitis WHS3_49, yellow fever WHS3_50, pertussis WHS3_43, diphtheria WHS3_41), 1974-2010",https://ghoapi.azureedge.net/api/WHS3_62?$filter=SpatialDim%20eq%20'ETH',"Used by Agent 6 as the health-system-functionality control for Ethiopia's 1972-2003 cholera blanks. Establishes that Ethiopia filed a measles value in EVERY year 1974-2010, a polio value in every year 1980-2010 including explicit zeros in 2002 and 2003, and explicit yellow-fever ZEROS in 1995, 1997-2003 and 2005-2008 - while cholera is BLANK (not zero) in every year 1972-1981 and 1983-2003.",1974-01-01 to 2010-12-31,"Official national notifications to WHO, by disease and year",Active,Level 1,Pending,"WHO GHO OData: enumerated every 'number of reported cases' indicator, then pulled Ethiopia for each, to test whether Ethiopia's blank cholera years are a dead notification channel or a cholera-specific non-return",en,0,,"WHO GHO OData: enumerated every 'number of reported cases' indicator, then pulled Ethiopia for each, to test whether Ethiopia's blank cholera years are a dead notification channel or a cholera-specific non-return",AI
138,"Tahir Abdifatah, Compiled Body of Works in Field Epidemiology, Ethiopian FETP, Addis Ababa University School of Public Health, 2015 (AAU ETD) - Meher Need Assessment on Health and Nutrition, Jarar (Jerar) zone, Ethio-Somali Regional State, 26 November-12 December 2014",https://etd.aau.edu.et/items/abcdb0a0,,2011-12-01 to 2014-12-12,"Meher-season multi-agency health and nutrition need assessment, 5 of 10 districts of Jarar zone, with zonal and regional PHEM",Active,Level 2,Pending,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD absence statements bound to 1995-2005; the hit turned out to be an Ethiopian-calendar year inside a 2014 Somali Region assessment,English,0,,Regex scan of the /tmp/a4/aau cached AAU FELTP thesis corpus for AWD absence statements bound to 1995-2005; the hit turned out to be an Ethiopian-calendar year inside a 2014 Somali Region assessment,AI
139,"OCHA Ethiopia Weekly Humanitarian Bulletin series, 2012-2015 (full year sets crawled: 29 issues of 2012, 49 of 2013, 50 of 2014, 51 of 2015)",https://reliefweb.int/updates?search=Ethiopia%20Weekly%20Humanitarian%20Bulletin,"Used by Agent 6 as the 2012-2015 surveillance-functionality record. Cholera or AWD appears in only 6 of the 179 issues crawled: 10 Sep 2012 (AWD surveillance training, Sidama), 24 Sep 2012 (Gode AWD RULED OUT), 11 Nov 2013 (AWD risk after Dassenech flooding, no cases), 26 May + 21 Jul + 25 Aug 2014 (Gambella OCV campaign, two rounds), 29 Sep 2014 (SUSPECTED AWD cases, Dollo Ado, under investigation), 27 Jul 2015 (cholera preparedness, Gambella). Measles, meningitis, polio, yellow fever and dengue appear throughout, with weekly case counts.",2012-05-28 to 2015-12-28,Weekly inter-agency humanitarian situation report with a WHO-sourced disease-surveillance section,Active,Level 2,Pending,"ReliefWeb HTML river with year date-filters via the Agent 5 client /tmp/a5/rw.py, then every issue page fetched and scanned for cholera/AWD/measles/meningitis/polio/yellow fever/dengue. This is the series Agent 2 named as the missing key and that Agents 2/3/4 could not reach.",English,0,,"ReliefWeb HTML river with year date-filters via the Agent 5 client /tmp/a5/rw.py, then every issue page fetched and scanned for cholera/AWD/measles/meningitis/polio/yellow fever/dengue. This is the series Agent 2 named as the missing key and that Agents 2/3/4 could not reach.",AI
140,"Coppo A, Colombo M, Pazzani C, et al. Vibrio cholerae in the Horn of Africa: epidemiology, plasmids, tetracycline resistance gene amplification, and comparison between O1 and non-O1 strains. Am J Trop Med Hyg 1995;53(4):351-9 (PMID 7485686, doi:10.4269/ajtmh.1995.53.351)",https://doi.org/10.4269/ajtmh.1995.53.351,,1983-01-01 to 1990-12-31,"Peer-reviewed microbiological and epidemiological study, 4,295 diarrhoea cases cultured 1983-1990",Active,Level 1,Pending,"PubMed MCP metadata lookup of PMID 7485686, the lead Agent 4 left unresolved for the 1983-1992 window",English,0,,"PubMed MCP metadata lookup of PMID 7485686, the lead Agent 4 left unresolved for the 1983-1992 window",AI
